municipio;uf;ano;Despesas Exceto Intraorçamentárias;Despesas Intraorçamentárias;Outros;01 - Legislativa;04 - Administração;06 - Segurança Pública;08 - Assistência Social;09 - Previdência Social;10 - Saúde;12 - Educação;15 - Urbanismo;17 - Saneamento;20 - Agricultura;23 - Comércio e Serviços;26 - Transporte;28 - Encargos Especiais
SAO PEDRO DA ALDEIA;RJ;2015;172508927.66;0.0;21579491.25999996;6425987.77;21930732.22;4511578.64;5215446.83;11890062.3;37504127.13;55985993.29;2807206.98;379315.18;191239.68;84784.33;712084.34;3290877.71
SAO SEBASTIAO DO ALTO;RJ;2015;42681085.51;336068.19;2370208.469999999;1772031.42;7664018.32;0.0;1458166.59;4530870.02;12148800.42;8266930.27;3113607.94;0.0;472410.96;693543.87;17989.63;508575.79
SAPUCAIA;RJ;2015;60858078.1;0.0;827009.9600000009;3333998.15;17740029.21;0.0;2704408.81;5249780.73;12288496.62;13692865.37;4014654.81;0.0;51210.0;0.0;0.0;955624.44
SAQUAREMA;RJ;2015;185330721.96;3572916.92;5294358.270000011;7201472.39;15340541.57;3161165.05;5149404.84;12500008.11;44106915.59;61275273.73;29594695.31;0.0;331658.37;806273.64;0.0;4141872.01
SILVA JARDIM;RJ;2015;107561132.91;3262558.93;5377955.909999996;3748813.19;23551958.83;35999.74;1723165.1;6318162.64;28410523.77;26529014.12;7314593.53;0.0;796461.51;606673.92;4467017.43;1943352.15
SUMIDOURO;RJ;2015;48514319.88;0.0;9235.210000008345;1996520.26;10338498.58;149463.15;2209823.66;4626957.8;13104992.9;10516849.58;4842152.09;0.0;0.0;179107.41;540719.24;0.0
TANGUA;RJ;2015;69923896.77;0.0;1970978.4599999934;2981689.94;14575921.64;10200.0;823788.9;0.0;20857659.24;23836689.61;3227535.24;218828.36;294379.65;0.0;0.0;1126225.73
TERESOPOLIS;RJ;2015;383061506.15;20366371.09;29828060.579999983;12888966.99;30343634.74;8140223.54;12096384.32;57725296.23;96806818.23;121980441.34;17254568.23;229566.26;2115203.56;2071191.25;0.0;11947521.97
TRAJANO DE MORAES;RJ;2015;42670403.32;0.0;1568071.4800000042;1932769.53;6811267.34;918473.6;1341479.79;3701632.64;8945942.49;9284476.79;4824352.36;120371.23;262762.62;892452.65;841195.53;1225155.27
TRES RIOS;RJ;2015;201521469.43;0.0;6731755.810000032;9043259.18;55311908.82;0.0;1067653.92;0.0;60955450.86;52968500.08;9001014.35;861237.42;146539.78;0.0;0.0;5434149.21
VALENCA;RJ;2015;141268940.29;57103.22;1323226.919999987;1407646.52;29460248.62;5748.32;4054799.25;7238893.61;42705433.61;39565849.6;8812387.39;0.0;983500.0;242951.01;1784834.65;3740524.01
VARRE-SAI;RJ;2015;33897789.13;2247088.49;2451171.0900000036;1491985.52;9165264.67;10189.07;496887.38;2200595.61;6422943.42;9365052.75;1984463.48;6341.51;852869.73;568253.96;135259.65;993599.78
VASSOURAS;RJ;2015;104434812.23;3447034.41;6773681.530000016;575981.39;16860752.86;781.25;2542222.24;5448332.62;42866616.07;20984729.02;3731298.46;3988473.02;469736.83;236677.38;2717228.46;685335.51
VOLTA REDONDA;RJ;2015;690603848.34;0.0;15271211.639999986;30776293.03;111564090.08;0.0;21252369.82;56742930.63;202153483.17;187566258.35;369308.91;55350965.23;0.0;0.0;3119623.34;6437314.14
ANGRA DOS REIS;RJ;2016;785075940.07;0.0;6394434.900000095;35140496.67;183015494.64;311122.11;5348113.14;63801211.67;254145429.07;148520961.95;53257158.11;1107741.39;115303.36;322039.53;10353121.75;23243311.78
APERIBE;RJ;2016;33214313.08;0.0;297297.98999999836;656742.61;10782362.79;14001.96;1221164.19;235983.21;8987806.06;9620063.59;865361.52;256115.57;174354.79;0.0;103058.8;0.0
ARARUAMA;RJ;2016;265302097.32;11567648.05;11821413.549999982;8274597.42;49063202.95;509341.01;6323659.68;21970178.86;55060629.19;90331418.1;29912310.73;0.0;78700.0;1252006.46;372407.27;1899880.15
AREAL;RJ;2016;47278815.89;1003793.57;2906519.480000004;2287928.91;11428104.2;0.0;1833061.56;4340558.2;11974017.21;12852262.19;40753.81;617993.5;1410.4;0.0;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2016;153144128.8;0.0;3981198.069999963;0.0;22682652.27;10315159.83;1705450.26;4255108.71;39401071.08;47286071.11;18893569.72;0.0;0.0;1148210.4;721139.99;2754497.36
ARRAIAL DO CABO;RJ;2016;136786260.95;0.0;9849624.039999992;0.0;37025860.9;137859.67;2062928.4;8002424.86;34486421.55;30267832.19;12251500.66;0.0;0.0;271642.48;301841.61;2128324.59
BARRA DO PIRAI;RJ;2016;192528851.01;189943.41;6672662.229999989;6078003.11;41554377.04;2779212.9;3500401.69;18123962.62;51387209.33;49722563.05;7556614.39;688318.25;364238.08;1877192.84;344285.85;2069753.04
BARRA MANSA;RJ;2016;380809067.58;22770858.15;42629376.96999997;10926452.84;73507530.32;0.0;5614964.41;46685294.7;94652723.81;104351904.58;11374765.23;2232329.05;55852.25;100000.0;1754909.69;9693821.88
BELFORD ROXO;RJ;2016;530440996.55;0.0;12985991.620000005;15187761.2;120433888.02;207171.27;4493005.32;24592480.41;131897548.95;176228727.73;35318478.09;327244.9;0.0;0.0;381533.18;8387165.86
BOM JARDIM;RJ;2016;79101870.26;0.0;1311069.5799999982;2225903.58;6188510.28;1290150.13;1496646.57;11875786.34;21143647.46;18230711.72;11745166.2;0.0;345124.11;657008.65;1245018.43;1347127.21
BOM JESUS DO ITABAPOANA;RJ;2016;89880666.73;0.0;497171.5899999887;3892158.29;11612853.88;0.0;3397401.68;0.0;30723670.79;23795425.43;10775198.27;2126758.64;1118482.22;19688.43;0.0;1921857.51
CABO FRIO;RJ;2016;309582893.12;10323590.63;11331235.840000033;15144786.41;60187755.3;39699.0;6579765.23;38838845.63;97649358.37;49560311.7;35938677.55;0.0;0.0;0.0;1214812.7;3421236.02
CACHOEIRAS DE MACACU;RJ;2016;155623495.29;5454032.75;14613357.969999969;4950147.86;21814505.79;79426.23;1118219.45;16791554.59;47820248.67;41187653.85;1492726.18;4523308.53;684412.22;631617.59;1510596.0;3859753.11
CAMBUCI;RJ;2016;46932268.21;0.0;1657833.0;2093327.55;10943684.31;1690119.56;188006.61;4326526.6;13790764.85;10075499.19;150000.0;0.0;218015.44;282484.0;0.0;1516007.1
CARAPEBUS;RJ;2016;70354264.28;0.0;264789.0300000012;3191727.56;25095030.58;0.0;1948109.19;0.0;19371295.3;16320129.68;4064762.94;0.0;0.0;98420.0;0.0;0.0
COMENDADOR LEVY GASPARIAN;RJ;2016;33015460.8;0.0;992025.9700000025;531638.3;8910055.02;0.0;680547.11;1443926.01;9081925.85;8066981.51;1930023.58;53364.87;12747.15;0.0;0.0;1312225.43
CAMPOS DOS GOYTACAZES;RJ;2016;2455711008.85;409910377.57;447264425.61000013;0.0;724435772.24;173490.43;80908373.56;147491602.41;741122224.58;373643998.47;208362303.28;94734555.54;3196618.31;1044015.21;33602715.29;9641291.49
CANTAGALO;RJ;2016;70811045.2;3880986.12;4905795.089999989;3439156.05;5933966.79;970403.76;2003134.88;11204074.97;19734842.55;16162464.54;4789560.7;2143501.85;472373.1;603721.76;1557711.54;771323.74
CARDOSO MOREIRA;RJ;2016;45597644.04;0.0;225058.65999999642;2190818.77;14141378.53;0.0;1981739.76;3052010.21;9212681.0;12764124.35;20734.22;0.0;1288017.61;0.0;603934.94;117145.99
CARMO;RJ;2016;61053805.86;0.0;4247118.330000006;2573095.68;10575215.72;0.0;2189491.79;6178754.33;18870741.16;10109938.36;2841817.79;1472715.48;288811.82;278785.0;885795.12;541525.28
CASIMIRO DE ABREU;RJ;2016;167247896.85;9467137.74;16379479.940000027;6255347.97;33746711.54;132047.11;4681061.12;9446070.15;46641786.43;41092518.42;10269026.94;4821385.16;172758.82;0.0;750746.98;2326094.01
CONCEICAO DE MACABU;RJ;2016;62959958.76;0.0;1199128.390000008;2704820.89;6517304.14;1198413.49;2817013.63;5391445.78;16659992.77;15431723.43;7900736.6;48000.0;905856.4;882895.91;0.0;1302627.33
CORDEIRO;RJ;2016;54532436.08;0.0;1561388.4999999925;2610333.75;8745281.17;82813.77;768756.91;5802199.06;16229938.19;12226708.69;5195068.34;209000.0;500928.07;600019.63;0.0;0.0
DUAS BARRAS;RJ;2016;46083403.07;0.0;1539109.4399999976;2090459.74;5984502.07;432638.75;1416573.49;5511580.35;10759598.2;12279048.14;2339889.57;0.0;601977.32;703261.1;1906070.36;518694.54
DUQUE DE CAXIAS;RJ;2016;1886978953.13;0.0;31600166.370000124;49995940.18;75247886.42;20687621.48;22221820.6;271454084.75;489530417.57;578740724.63;103804815.18;109715489.13;0.0;0.0;5905785.62;128074201.2
ENGENHEIRO PAULO DE FRONTIN;RJ;2016;46690861.59;0.0;2996428.440000005;2026473.89;14044418.06;0.0;1219627.57;0.0;12045835.46;14127572.27;93422.43;0.0;0.0;137083.47;0.0;0.0
IGUABA GRANDE;RJ;2016;77885260.92;0.0;2933066.519999996;4006355.41;16858357.2;29107.53;2754273.6;3458762.76;19554488.42;18375512.45;6800752.35;0.0;4429.0;0.0;0.0;3110155.68
ITABORAI;RJ;2016;362111922.36;6960696.63;8577523.140000045;18943566.21;76500527.65;0.0;2894605.45;0.0;89805508.12;134170135.28;31994658.98;3366508.38;734750.0;0.0;2084835.78;0.0
ITAGUAI;RJ;2016;501225559.46;2192775.66;4364171.040000021;2708463.28;130857560.14;1504446.2;13981807.99;46225468.8;122187983.31;150496648.67;22750729.98;64346.62;0.0;0.0;45449.4;8231259.69
ITALVA;RJ;2016;40352057.82;1436187.58;4443748.910000004;2014254.37;3762553.04;1170642.82;2227251.53;4633714.16;10814765.08;8897721.75;1897889.01;0.0;1327869.22;0.0;0.0;597835.51
ITAOCARA;RJ;2016;58761163.88;1786970.94;2186755.659999989;2606443.13;5545700.29;0.0;1997308.66;8076328.31;16069402.15;12935520.68;7028951.49;0.0;599530.84;621849.31;1580102.88;1300241.42
ITAPERUNA;RJ;2016;258892342.51;4747002.06;16623705.079999983;6085792.89;25905658.52;1501190.05;6744007.66;8705193.72;129023119.88;56277856.41;7150247.12;333485.59;996770.88;598738.33;1174376.91;2519201.53
ITATIAIA;RJ;2016;128525392.85;175690.22;883839.3499999791;6466659.39;45063995.11;266720.52;1543771.51;1063250.19;26195874.51;31443307.11;13380210.23;63150.42;36769.0;147280.0;0.0;2146255.73
JAPERI;RJ;2016;162877005.72;0.0;2635548.569999993;5057477.39;11657998.62;1673635.1;2778803.9;8285443.6;34277398.34;77686775.18;17623652.05;0.0;368324.12;0.0;0.0;831948.85
LAJE DO MURIAE;RJ;2016;29667372.25;452259.24;1099380.6799999997;1684379.88;2807743.61;0.0;1620080.92;1198523.52;9085632.34;7665693.94;3469293.9;0.0;498255.41;709893.81;32482.75;248270.73
MACAE;RJ;2016;1681032334.05;85824724.55;144820528.8699999;66122973.8;297233896.72;21095401.36;21800307.96;53399405.92;481385810.99;448189675.94;133306200.18;10339069.17;2742204.7;0.0;75629579.27;10792003.72
MACUCO;RJ;2016;30228407.16;0.0;1572652.080000002;1712584.46;9305583.99;0.0;1007784.99;0.0;8421205.79;6285337.07;1401196.43;0.0;298270.19;223792.16;0.0;0.0
MAGE;RJ;2016;386690675.08;4597439.02;18388594.940000057;10750842.74;44805411.82;2384467.03;7363238.93;16139765.04;102151313.85;135022853.67;53370871.74;0.0;910754.34;0.0;0.0;0.0
MANGARATIBA;RJ;2016;267148695.91;2375252.75;15009140.139999956;12891896.02;57449040.11;10372.44;173839.64;13603476.24;53900580.93;57706610.16;35841981.27;0.0;0.0;2461386.94;1572486.59;18903138.18
MARICA;RJ;2016;628276966.9;0.0;40965287.0;10770692.42;117561678.92;1697223.8;15356514.17;26316428.23;105792789.21;112612447.71;140838812.87;13083804.5;222515.19;8482301.59;8862969.36;25713501.93
MENDES;RJ;2016;48651032.28;24661.67;924705.94000002;2318470.84;6144207.15;40795.85;2532244.34;1880130.62;10896303.93;14250466.99;5407409.3;6615.0;394494.55;739080.41;2333429.16;807339.87
MESQUITA;RJ;2016;219981507.07;0.0;7349247.300000012;7847685.81;88574035.98;0.0;807611.4;1795112.03;39623359.55;60609854.28;12502125.63;0.0;0.0;0.0;570550.2;301924.89
MIGUEL PEREIRA;RJ;2016;80004091.23;0.0;6081887.350000024;3682926.81;8553189.02;40537.35;2773413.7;4636630.08;21750200.67;20395768.47;7070992.41;890425.89;441771.82;1334083.86;2352263.8;0.0
MIRACEMA;RJ;2016;81866279.67;264450.5;6781895.51000002;2943024.01;13024695.74;1077219.18;2222977.45;10707025.09;20522470.96;16881867.95;2980708.27;0.0;2828701.7;0.0;669271.07;1490873.24
NATIVIDADE;RJ;2016;56203887.86;0.0;2804895.849999994;2096520.48;9797145.24;0.0;760419.27;6803123.09;15207081.95;11653090.99;4764119.76;0.0;818328.89;0.0;0.0;1499162.34
NILOPOLIS;RJ;2016;263045168.55;5044420.58;11950930.590000004;8174961.95;40538179.53;4507213.04;2453585.6;33648070.6;72304883.19;54549147.25;30304713.7;0.0;0.0;0.0;1851798.84;7806104.84
NITEROI;RJ;2016;2102739558.5;0.0;31421625.700000048;58636936.42;373237800.39;30055705.7;19549052.17;293943314.57;383987776.35;341433194.74;90338359.13;139746503.4;0.0;81056.35;224688662.3;115619571.28
NOVA FRIBURGO;RJ;2016;403844195.77;0.0;950327.8900000453;11718516.67;73679737.25;37916.98;3210755.44;27247320.83;132104990.95;108879096.31;35534165.6;0.0;25000.0;1309803.0;656618.26;8489946.59
NOVA IGUACU;RJ;2016;1062229544.37;62589548.5;125301592.51999998;21564143.36;112379158.59;0.0;12457726.44;123184600.1;323075408.57;280914893.29;93847567.27;178458.29;434760.0;0.0;6561751.92;24919032.52
PARACAMBI;RJ;2016;107396537.32;0.0;2832794.719999999;3416078.72;10168812.07;1314276.35;1835688.21;1325342.19;37048444.51;32777912.82;14233248.17;0.0;234820.09;0.0;211065.1;1998054.37
PARAIBA DO SUL;RJ;2016;97254094.88;104222.93;5989540.26000002;4037899.62;14405856.35;88551.76;702103.37;8808133.54;28397118.41;31524994.96;1969753.53;0.0;1800.0;57412.0;449743.85;925410.16
PARATY;RJ;2016;172522354.87;0.0;4573774.610000014;6720577.11;21559739.95;3238236.91;5252572.91;1612878.44;54641735.54;32538596.8;33432377.88;47985.0;1663409.4;3246256.2;881278.91;3112935.21
PATY DO ALFERES;RJ;2016;67547471.33;0.0;1165420.6299999952;3163184.14;14051850.51;0.0;1869122.45;4566251.69;19770892.0;17735465.72;2422314.8;1551664.5;612888.57;616504.67;0.0;21911.65
PETROPOLIS;RJ;2016;859478877.93;64076535.37;78358893.25;27352984.43;66147846.3;1037239.57;13369521.64;4688241.63;300455330.03;191490758.29;42859845.87;66906781.74;83961.34;455379.18;0.0;130348630.03
PINHEIRAL;RJ;2016;58787432.85;1970520.74;5017950.4499999955;0.0;6132494.01;0.0;2570407.05;2883214.24;19982528.0;16631638.85;5045839.52;148040.42;2625.0;10000.0;57460.95;2275755.1
PIRAI;RJ;2016;141296974.62;5898392.9;14164555.990000024;6276010.63;19800500.59;1000.0;2078547.69;13522327.49;43088501.6;35581344.99;4134578.6;1903148.88;899869.35;81933.33;4044554.39;1618493.99
PORCIUNCULA;RJ;2016;55415098.79;0.0;2849011.3000000045;2324410.2;10458068.29;68313.9;2014669.1;7918358.0;10225167.3;13408198.3;3853309.1;18403.4;1803339.5;473850.4;0.0;0.0
PORTO REAL;RJ;2016;125604172.06;0.0;901488.9100000113;10729641.25;33590925.58;0.0;285631.91;0.0;35891922.76;25039889.14;12477652.89;908136.27;0.0;0.0;1065194.9;4713688.45
QUATIS;RJ;2016;46216384.21;0.0;1322176.0500000045;1886331.29;8462052.81;1501787.34;1003248.92;1183148.77;10691853.21;14547425.13;2058689.71;428294.19;1240038.46;0.0;483071.03;1408267.3
QUEIMADOS;RJ;2016;269761939.09;0.0;1454857.1799999774;8713996.85;59338792.98;877506.66;7364381.13;15104060.59;63949739.6;75095497.74;37360240.89;0.0;0.0;0.0;502865.47;0.0
QUISSAMA;RJ;2016;161158735.07;0.0;5778004.200000018;8177736.72;31011994.49;0.0;6400982.81;0.0;54072297.91;38001392.25;12022409.22;337471.14;0.0;0.0;4837850.7;518595.63
RESENDE;RJ;2016;381890158.08;22181874.27;33406481.319999993;15381797.02;71375251.6;2085348.75;6656892.32;23625020.43;118646839.8;89186988.45;25703822.84;7781245.09;429623.85;80995.75;3138350.31;6573374.82
RIO BONITO;RJ;2016;158310982.12;4336182.64;4562748.979999989;5997841.3;27113717.79;49448.95;1333303.66;9882932.48;63199166.77;40798132.59;7656297.14;0.0;0.0;0.0;2017484.51;36090.59
RIO CLARO;RJ;2016;57079211.96;1623779.36;8867352.659999989;3303598.31;5307826.71;0.0;1156573.34;6372373.33;14549914.09;10600286.44;3143809.23;0.0;0.0;482319.81;1851687.06;3067250.34
RIO DAS FLORES;RJ;2016;39440057.28;0.0;3215730.3200000077;1872245.47;4165860.44;0.0;1198793.35;372156.54;11169708.79;11238062.63;4585065.75;679352.97;0.0;267876.86;0.0;675204.16
RIO DAS OSTRAS;RJ;2016;445615774.01;16151599.31;46627821.56999999;15336234.47;68066564.8;14831415.34;13410941.03;16560384.31;115633829.89;115705206.64;20305331.36;27993324.35;107434.02;2199534.1;2785917.98;2203433.46
RIO DE JANEIRO;RJ;2016;23642839187.26;3609897288.49;4711767503.569996;780152882.56;1527612952.76;483799676.44;633093830.44;3775659290.69;4603531624.42;4191863467.07;4077164948.9;854752306.95;0.0;163522859.05;267581285.65;1182233847.25
SANTA MARIA MADALENA;RJ;2016;45043104.62;0.0;1264297.6399999931;0.0;12026303.21;34636.3;1250105.57;2703210.37;10882423.94;13600693.75;1216605.26;0.0;496302.0;658285.0;910241.58;0.0
SANTO ANTONIO DE PADUA;RJ;2016;97751464.51;3111437.8;5958580.510000005;3892798.37;12676251.08;332101.46;2931579.5;5614016.39;27496724.84;27944513.14;13889760.02;0.0;126577.0;0.0;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2016;107790701.5;0.0;1906387.100000009;4490374.39;25294528.66;984.53;2558765.56;0.0;23205068.69;43778059.3;6523093.56;0.0;33439.71;0.0;0.0;0.0
SAO FIDELIS;RJ;2016;81427967.67;0.0;2712672.420000002;3614009.41;9661401.65;0.0;4397158.99;8414318.02;18162459.24;19820623.07;12424017.88;0.0;740587.28;0.0;0.0;1480719.71
SAO GONCALO;RJ;2016;941415390.95;39027619.9;57345069.74000013;0.0;114961879.58;1692.42;18537911.72;79954446.46;312232865.87;229730605.45;142576845.1;0.0;3536.0;0.0;2994724.41;22103434.1
SAO JOAO DA BARRA;RJ;2016;214626815.37;1011312.04;14502693.670000017;10074595.65;21634521.82;2685320.32;11735713.02;853472.84;65177480.78;45441295.47;32994099.99;39872.39;1754010.9;0.0;6915455.05;1829595.51
SAO JOAO DE MERITI;RJ;2016;374922153.13;76757175.38;97789039.74000001;0.0;13280966.29;0.0;3165399.49;41857749.89;103350020.96;81553824.31;89665709.43;20327796.15;0.0;0.0;0.0;688822.25
SAO JOSE DE UBA;RJ;2016;32009653.83;0.0;684746.8499999978;1743113.53;9221738.23;0.0;1284891.16;479162.3;9389240.38;6329160.21;1559274.57;0.0;0.0;0.0;1166492.9;151833.7
SAO JOSE DO VALE DO RIO PRETO;RJ;2016;57540462.59;0.0;4066864.450000003;1978600.39;8944495.32;173915.55;634142.01;1908445.54;18543981.96;19437321.64;216166.72;0.0;592646.76;234889.89;808992.36;0.0
SAO PEDRO DA ALDEIA;RJ;2016;176209891.14;0.0;18306064.859999985;7357461.95;20721645.65;4443546.53;4600276.56;14869568.79;40529295.35;58290317.71;2804490.26;224295.94;7503.7;0.0;316989.49;3738434.35
SAO SEBASTIAO DO ALTO;RJ;2016;45305976.62;0.0;1932511.6300000027;2015263.76;7824769.64;0.0;1398229.31;4628334.56;13781009.23;7554489.64;3705398.33;0.0;673450.37;616163.55;607322.71;569033.89
SAPUCAIA;RJ;2016;66327095.47;0.0;730767.5299999937;3416777.18;20409561.91;0.0;2609838.87;6511883.93;13327341.17;14343737.88;3955043.79;0.0;51505.0;0.0;0.0;970638.21
SAQUAREMA;RJ;2016;221013683.24;5459860.61;7100038.790000021;7757689.47;17903357.56;4261789.9;5446055.44;14886896.02;51920985.75;71240473.48;37135557.94;0.0;323479.51;1321401.38;0.0;7175818.61
SEROPEDICA;RJ;2016;208460992.97;20548.94;5387634.24000001;8135524.74;47908249.86;2638956.26;1662287.62;9434997.76;44239284.22;79271932.97;9743722.03;51392.21;7560.0;0.0;0.0;0.0
SILVA JARDIM;RJ;2016;100377471.1;1242788.26;2591273.600000009;3953047.08;22122768.23;14689.44;594472.58;7682769.78;28009834.16;26003508.14;5950071.03;0.0;550672.1;342621.82;2269043.09;1535488.31
SUMIDOURO;RJ;2016;52093576.83;0.0;151039.93999999762;2215321.69;9049658.56;163780.95;2356580.39;5663195.47;13704146.77;12060971.28;5791271.39;0.0;849629.29;0.0;87981.1;0.0
TANGUA;RJ;2016;80246209.15;0.0;2151622.579999998;3084083.43;16624389.1;0.0;736172.78;0.0;25850697.08;25704385.52;3558264.56;841174.04;236812.77;0.0;72861.89;1385745.4
TERESOPOLIS;RJ;2016;363122858.74;8573547.75;12731531.909999967;13045815.35;17605446.03;6671963.38;9751544.72;60506884.0;104372942.64;117797869.9;18669168.89;0.0;1872875.39;668971.92;0.0;8001392.36
TRAJANO DE MORAES;RJ;2016;45393238.47;0.0;1801165.5500000045;2251141.12;7683643.02;1027476.25;1294130.68;3973179.84;9389808.49;9837509.98;4838084.17;3984.0;294879.72;898677.01;839193.42;1260365.22
TRES RIOS;RJ;2016;216186717.63;0.0;7476875.929999977;9620199.19;59250388.79;0.0;1641093.84;0.0;64516563.73;56829519.55;10899420.38;333625.65;0.0;0.0;0.0;5619030.57
VALENCA;RJ;2016;150897334.23;50000.0;1552307.5699999928;1407071.52;28917518.02;5836.52;3884548.81;10286699.0;44898810.92;42722560.47;11382081.93;0.0;0.0;163972.81;1701955.31;4023971.35
VARRE-SAI;RJ;2016;33339569.08;4049436.63;4139655.460000001;1501818.38;10345654.78;4015.24;289999.87;3022770.53;6133983.3;9744656.9;600318.88;0.0;297150.46;515239.14;416515.66;377227.11
VASSOURAS;RJ;2016;116080375.12;5933120.95;8495281.36;579572.76;18085165.41;0.0;2914003.59;7751657.13;52904393.68;19841092.44;2727429.43;4657364.66;366225.42;239697.7;2666270.69;785341.8
VOLTA REDONDA;RJ;2016;729960698.8;0.0;30188153.570000052;31532985.59;106826969.64;7991.88;24761833.78;59354648.64;200025369.97;200213156.7;580866.13;62407142.24;0.0;0.0;5113136.25;8948444.41
ANGRA DOS REIS;RJ;2017;769585292.38;0.0;6188528.74000001;34032251.22;163578509.2;195180.58;5830082.22;74335862.2;259700834.09;143340438.18;64349309.32;2437329.38;98015.5;216132.35;666003.54;14616815.86
APERIBE;RJ;2017;40905975.8;0.0;191143.3599999994;549090.83;13351781.91;35055.77;1069523.31;2200878.24;12262573.28;9856023.17;943285.82;24147.76;284431.34;0.0;138041.01;0.0
ARARUAMA;RJ;2017;258005286.97;16683148.93;16867229.829999983;9287958.78;43828469.59;138024.59;5538667.2;25396343.05;54154018.31;84129501.97;25502886.81;0.0;44514.43;467638.0;764259.66;8568923.68
AREAL;RJ;2017;47900477.25;706194.14;2532218.870000005;2499686.26;10865622.02;0.0;1745075.62;4520256.1;12705683.26;13127188.35;136614.47;472236.44;2090.0;0.0;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2017;176952035.51;0.0;2916947.7700000107;6412796.9;21037085.22;19566931.99;1699218.01;5511773.59;49216218.33;50142148.57;17653403.95;0.0;0.0;1004450.88;775984.76;1015075.54
ARRAIAL DO CABO;RJ;2017;121584486.26;0.0;12616347.910000011;4154231.44;28277159.61;358192.0;465644.47;8791925.72;32548096.76;25291080.99;3440287.02;0.0;0.0;46101.21;0.0;5595419.13
BARRA DO PIRAI;RJ;2017;186973947.66;6411551.86;9471548.75000003;6166025.31;46234890.55;1035532.65;3992518.54;21230953.37;57765361.15;44219610.83;624275.84;32419.97;240686.76;603482.41;43935.82;1724257.57
BARRA MANSA;RJ;2017;386963440.82;15460654.58;36212757.72000003;11393975.8;81540633.9;0.0;4090544.73;56909106.21;95847931.06;108761732.07;672894.35;1938371.32;403117.0;0.0;1303822.34;3349208.9
BELFORD ROXO;RJ;2017;506383572.49;8900406.6;15737580.52000004;13655543.45;107640003.66;979696.82;2592632.26;22936542.5;108644705.71;175365830.11;53893272.75;0.0;0.0;0.0;386960.13;13451211.18
BOM JARDIM;RJ;2017;80304848.18;0.0;1936186.2299999893;2376238.71;6366855.97;1190303.78;1629963.55;13362055.69;20354069.65;17279507.12;10387311.19;0.0;258668.34;801914.98;1476832.29;2884940.68
BOM JESUS DO ITABAPOANA;RJ;2017;90099908.94;0.0;834432.6800000072;4063302.67;13643529.4;0.0;3239181.23;0.0;29855278.67;23587425.01;10029860.53;2623675.7;700429.91;49176.44;49400.32;1424216.38
CABO FRIO;RJ;2017;658898041.01;13176920.86;28507467.71999991;16904055.03;112591762.09;39390.0;6845077.78;52732256.48;202298915.65;171880168.96;69605609.98;0.0;30003.2;359089.0;1966271.61;8314894.37
CACHOEIRAS DE MACACU;RJ;2017;159990158.82;4924142.06;9133745.879999995;5413546.86;21044013.53;3359624.17;689592.98;18338969.58;52139666.35;41267205.87;3912774.17;4217516.37;1168486.0;793787.59;996441.3;2438930.23
CAMBUCI;RJ;2017;50959890.65;0.0;2436868.11999999;2364226.17;18068034.3;1860444.36;205293.12;0.0;13076911.23;10578345.72;149515.89;0.0;208000.0;0.0;0.0;2012251.74
CARAPEBUS;RJ;2017;72330693.19;0.0;566056.9899999946;3014592.63;29011447.8;14935.8;2352153.89;19728.5;19570494.22;14639007.54;2539783.64;0.0;0.0;602492.18;0.0;0.0
COMENDADOR LEVY GASPARIAN;RJ;2017;31296737.55;805386.42;1965931.8399999999;569858.72;7968013.07;0.0;689775.77;1197066.39;7840073.74;8319926.52;1758504.82;1560.0;17298.77;0.0;0.0;1774114.33
CAMPOS DOS GOYTACAZES;RJ;2017;1557507545.68;27919593.02;32980643.660000324;26837656.16;262369125.35;42877.64;44783150.9;157975725.17;668454161.25;296693273.86;4311794.33;50798480.12;66000.0;574898.9;24588879.51;14950471.85
CANTAGALO;RJ;2017;71136185.03;3763955.82;4636993.1900000125;3577608.54;5858070.1;923166.72;1907440.05;11713398.1;20383513.29;14757220.0;4757866.52;2589505.13;611190.25;765682.65;1634033.07;784453.24
CARDOSO MOREIRA;RJ;2017;48714866.21;0.0;2203649.0200000033;2099951.02;13021109.87;0.0;1272392.67;3379148.03;11057193.18;12737009.62;179235.86;0.0;1270331.04;0.0;846305.39;648540.51
CARMO;RJ;2017;64514125.44;0.0;4999897.079999991;2670995.26;11903674.65;0.0;1914924.14;7973392.18;19281257.09;10298901.41;2195442.0;1220448.22;322856.31;262735.52;581077.86;888523.72
CASIMIRO DE ABREU;RJ;2017;173061462.03;9690395.34;17367986.160000026;6146682.82;32843601.47;101248.54;4790741.15;11399842.67;46997998.64;40646820.22;8638073.99;10094113.4;37830.67;541103.47;0.0;3145814.17
CONCEICAO DE MACABU;RJ;2017;57526521.02;3875157.09;4838230.490000002;2713338.73;5732872.49;1078017.11;2516828.91;6061118.2;13746903.43;14016794.92;8597553.03;0.0;868948.69;1035305.82;0.0;195766.29
CORDEIRO;RJ;2017;56147275.73;0.0;1175304.5900000036;2691240.94;8513659.94;51593.11;693060.83;7669489.88;16215728.41;13175956.18;5489245.5;124298.0;200816.66;146881.69;0.0;0.0
